sr_number,sr_type,sr_short_code,created_department,owner_department,status,origin,created_date,last_modified_date,closed_date,street_address,city,state,zip_code,street_number,street_direction,street_name,street_type,duplicate,legacy_record,community_area,ward,electricity_grid,police_sector,police_district,police_beat,precinct,created_hour,created_day_of_week,created_month,x_coordinate,y_coordinate,latitude,longitude,location,parent_sr_number,electrical_district
SR21-00000056,311 INFORMATION ONLY CALL,311IOC,311 City Services,311 City Services,Completed,Phone Call,2021-01-01T00:22:31.000,2021-01-01T00:31:22.000,2021-01-01T00:22:32.000,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,K024,2,12,1225,46,0,6,1,1162234.142489,1896559.966858,41.871831277993564,-87.67984621876099,"{'latitude': '41.871831277993564', 'longitude': '-87.67984621876099', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
SR21-00000057,311 INFORMATION ONLY CALL,311IOC,311 City Services,311 City Services,Completed,Phone Call,2021-01-01T00:23:54.000,2021-01-01T00:31:22.000,2021-01-01T00:23:54.000,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,K024,2,12,1225,46,0,6,1,1162234.142489,1896559.966858,41.871831277993564,-87.67984621876099,"{'latitude': '41.871831277993564', 'longitude': '-87.67984621876099', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
SR21-00000058,311 INFORMATION ONLY CALL,311IOC,311 City Services,311 City Services,Completed,Phone Call,2021-01-01T00:24:03.000,2021-01-01T00:31:30.000,2021-01-01T00:24:04.000,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,K024,2,12,1225,46,0,6,1,1162234.142489,1896559.966858,41.871831277993564,-87.67984621876099,"{'latitude': '41.871831277993564', 'longitude': '-87.67984621876099', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
SR21-00000059,311 INFORMATION ONLY CALL,311IOC,311 City Services,311 City Services,Completed,Phone Call,2021-01-01T00:24:24.000,2021-01-01T00:31:03.000,2021-01-01T00:24:24.000,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,K024,2,12,1225,46,0,6,1,1162234.142489,1896559.966858,41.871831277993564,-87.67984621876099,"{'latitude': '41.871831277993564', 'longitude': '-87.67984621876099', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
SR21-00000060,Street Light On During Day Complaint,SFN,,CDOT - Department of Transportation,Completed,Internet,2021-01-01T00:24:50.000,2021-05-19T07:38:56.000,2021-05-19T07:38:56.000,5300 S CICERO AVE,,,60638,5300,S,CICERO,AVE,False,False,56,23,D034,1,08,0814,8,0,6,1,1145249.821928,1869018.396321,41.79659119011412,-87.74289813132492,"{'latitude': '41.79659119011412', 'longitude': '-87.74289813132492', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
SR21-00000061,311 INFORMATION ONLY CALL,311IOC,311 City Services,311 City Services,Completed,Phone Call,2021-01-01T00:24:59.000,2021-01-01T00:31:03.000,2021-01-01T00:24:59.000,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,K024,2,12,1225,46,0,6,1,1162234.142489,1896559.966858,41.871831277993564,-87.67984621876099,"{'latitude': '41.871831277993564', 'longitude': '-87.67984621876099', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
SR21-00000062,311 INFORMATION ONLY CALL,311IOC,311 City Services,311 City Services,Completed,Phone Call,2021-01-01T00:25:55.000,2021-01-01T00:31:03.000,2021-01-01T00:25:55.000,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,K024,2,12,1225,46,0,6,1,1162234.142489,1896559.966858,41.871831277993564,-87.67984621876099,"{'latitude': '41.871831277993564', 'longitude': '-87.67984621876099', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
SR21-00000063,311 INFORMATION ONLY CALL,311IOC,311 City Services,311 City Services,Completed,Phone Call,2021-01-01T00:25:57.000,2021-01-01T00:31:03.000,2021-01-01T00:25:57.000,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,K024,2,12,1225,46,0,6,1,1162234.142489,1896559.966858,41.871831277993564,-87.67984621876099,"{'latitude': '41.871831277993564', 'longitude': '-87.67984621876099', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
SR21-00000064,Street Light Out Complaint,SFD,,CDOT - Department of Transportation,Completed,Internet,2021-01-01T00:26:02.000,2021-01-07T18:20:06.000,2021-01-07T18:20:06.000,9245 S HARPER AVE,,,60619,9245,S,HARPER,AVE,False,False,48,8,T044,1,04,0413,12,0,6,1,1188137.719897,1843807.250079,41.72649354861689,-87.58642787827924,"{'latitude': '41.72649354861689', 'longitude': '-87.58642787827924', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
SR21-00000065,311 INFORMATION ONLY CALL,311IOC,311 City Services,311 City Services,Completed,Phone Call,2021-01-01T00:26:14.000,2021-01-01T00:31:22.000,2021-01-01T00:26:14.000,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,K024,2,12,1225,46,0,6,1,1162234.142489,1896559.966858,41.871831277993564,-87.67984621876099,"{'latitude': '41.871831277993564', 'longitude': '-87.67984621876099', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
SR21-00000066,311 INFORMATION ONLY CALL,311IOC,311 City Services,311 City Services,Completed,Phone Call,2021-01-01T00:27:14.000,2021-01-01T00:31:22.000,2021-01-01T00:27:15.000,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,K024,2,12,1225,46,0,6,1,1162234.142489,1896559.966858,41.871831277993564,-87.67984621876099,"{'latitude': '41.871831277993564', 'longitude': '-87.67984621876099', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
SR21-00000067,311 INFORMATION ONLY CALL,311IOC,311 City Services,311 City Services,Completed,Phone Call,2021-01-01T00:27:28.000,2021-01-01T00:31:03.000,2021-01-01T00:27:28.000,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,K024,2,12,1225,46,0,6,1,1162234.142489,1896559.966858,41.871831277993564,-87.67984621876099,"{'latitude': '41.871831277993564', 'longitude': '-87.67984621876099', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
SR21-00000068,311 INFORMATION ONLY CALL,311IOC,311 City Services,311 City Services,Completed,Phone Call,2021-01-01T00:27:32.000,2021-01-01T00:31:22.000,2021-01-01T00:27:32.000,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,K024,2,12,1225,46,0,6,1,1162234.142489,1896559.966858,41.871831277993564,-87.67984621876099,"{'latitude': '41.871831277993564', 'longitude': '-87.67984621876099', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
SR21-00000070,311 INFORMATION ONLY CALL,311IOC,311 City Services,311 City Services,Completed,Phone Call,2021-01-01T00:28:32.000,2021-01-01T00:31:22.000,2021-01-01T00:28:32.000,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,K024,2,12,1225,46,0,6,1,1162234.142489,1896559.966858,41.871831277993564,-87.67984621876099,"{'latitude': '41.871831277993564', 'longitude': '-87.67984621876099', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
SR21-00000071,311 INFORMATION ONLY CALL,311IOC,311 City Services,311 City Services,Completed,Phone Call,2021-01-01T00:28:33.000,2021-01-01T00:31:03.000,2021-01-01T00:28:33.000,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,K024,2,12,1225,46,0,6,1,1162234.142489,1896559.966858,41.871831277993564,-87.67984621876099,"{'latitude': '41.871831277993564', 'longitude': '-87.67984621876099', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
SR21-00000072,311 INFORMATION ONLY CALL,311IOC,311 City Services,311 City Services,Completed,Phone Call,2021-01-01T00:28:49.000,2021-01-01T00:31:03.000,2021-01-01T00:28:49.000,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,K024,2,12,1225,46,0,6,1,1162234.142489,1896559.966858,41.871831277993564,-87.67984621876099,"{'latitude': '41.871831277993564', 'longitude': '-87.67984621876099', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
SR21-00000073,311 INFORMATION ONLY CALL,311IOC,311 City Services,311 City Services,Completed,Phone Call,2021-01-01T00:29:07.000,2021-01-01T00:31:22.000,2021-01-01T00:29:07.000,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,K024,2,12,1225,46,0,6,1,1162234.142489,1896559.966858,41.871831277993564,-87.67984621876099,"{'latitude': '41.871831277993564', 'longitude': '-87.67984621876099', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
SR21-00000074,Dead Animal Pick-Up Request,SGQ,311 City Services,Streets and Sanitation,Completed,Phone Call,2021-01-01T00:30:12.000,2021-01-04T12:44:43.000,2021-01-04T12:44:43.000,5233 W HUTCHINSON ST,,,60641,5233,W,HUTCHINSON,ST,True,False,15,38,C012,2,16,1624,1,0,6,1,1140560.84076,1927665.132276,41.95761253412861,-87.75865336585986,"{'latitude': '41.95761253412861', 'longitude': '-87.75865336585986', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",SR20-05727135,
SR21-00000078,311 INFORMATION ONLY CALL,311IOC,311 City Services,311 City Services,Completed,Phone Call,2021-01-01T00:32:59.000,2021-01-01T01:31:02.000,2021-01-01T00:32:59.000,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,K024,2,12,1225,46,0,6,1,1162234.142489,1896559.966858,41.871831277993564,-87.67984621876099,"{'latitude': '41.871831277993564', 'longitude': '-87.67984621876099', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
SR21-00000080,311 INFORMATION ONLY CALL,311IOC,311 City Services,311 City Services,Completed,Phone Call,2021-01-01T00:33:13.000,2021-01-01T01:31:02.000,2021-01-01T00:33:13.000,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,K024,2,12,1225,46,0,6,1,1162234.142489,1896559.966858,41.871831277993564,-87.67984621876099,"{'latitude': '41.871831277993564', 'longitude': '-87.67984621876099', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
SR21-00000081,311 INFORMATION ONLY CALL,311IOC,311 City Services,311 City Services,Completed,Phone Call,2021-01-01T00:33:23.000,2021-01-01T01:31:21.000,2021-01-01T00:33:23.000,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,K024,2,12,1225,46,0,6,1,1162234.142489,1896559.966858,41.871831277993564,-87.67984621876099,"{'latitude': '41.871831277993564', 'longitude': '-87.67984621876099', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
SR21-00000082,311 INFORMATION ONLY CALL,311IOC,311 City Services,311 City Services,Completed,Phone Call,2021-01-01T00:33:40.000,2021-01-01T01:31:21.000,2021-01-01T00:33:40.000,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,K024,2,12,1225,46,0,6,1,1162234.142489,1896559.966858,41.871831277993564,-87.67984621876099,"{'latitude': '41.871831277993564', 'longitude': '-87.67984621876099', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
SR21-00000083,311 INFORMATION ONLY CALL,311IOC,311 City Services,311 City Services,Completed,Phone Call,2021-01-01T00:34:09.000,2021-01-01T01:31:21.000,2021-01-01T00:34:09.000,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,K024,2,12,1225,46,0,6,1,1162234.142489,1896559.966858,41.871831277993564,-87.67984621876099,"{'latitude': '41.871831277993564', 'longitude': '-87.67984621876099', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
SR21-00000084,311 INFORMATION ONLY CALL,311IOC,311 City Services,311 City Services,Completed,Phone Call,2021-01-01T00:34:14.000,2021-01-01T01:31:02.000,2021-01-01T00:34:14.000,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,K024,2,12,1225,46,0,6,1,1162234.142489,1896559.966858,41.871831277993564,-87.67984621876099,"{'latitude': '41.871831277993564', 'longitude': '-87.67984621876099', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
SR21-00000085,311 INFORMATION ONLY CALL,311IOC,311 City Services,311 City Services,Completed,Phone Call,2021-01-01T00:34:14.000,2021-01-01T01:31:21.000,2021-01-01T00:34:14.000,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,K024,2,12,1225,46,0,6,1,1162234.142489,1896559.966858,41.871831277993564,-87.67984621876099,"{'latitude': '41.871831277993564', 'longitude': '-87.67984621876099', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
SR21-00000086,311 INFORMATION ONLY CALL,311IOC,311 City Services,311 City Services,Completed,Phone Call,2021-01-01T00:34:29.000,2021-01-01T01:31:21.000,2021-01-01T00:34:30.000,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,K024,2,12,1225,46,0,6,1,1162234.142489,1896559.966858,41.871831277993564,-87.67984621876099,"{'latitude': '41.871831277993564', 'longitude': '-87.67984621876099', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
SR21-00000087,311 INFORMATION ONLY CALL,311IOC,311 City Services,311 City Services,Completed,Phone Call,2021-01-01T00:36:32.000,2021-01-01T01:31:21.000,2021-01-01T00:36:33.000,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,K024,2,12,1225,46,0,6,1,1162234.142489,1896559.966858,41.871831277993564,-87.67984621876099,"{'latitude': '41.871831277993564', 'longitude': '-87.67984621876099', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
SR21-00000088,Business Complaints,RBL,311 City Services,BACP - Business Affairs and Consumer Protection,Completed,Phone Call,2021-01-01T00:36:53.000,2021-02-18T14:25:04.000,2021-02-18T14:25:04.000,950 W WEBSTER AVE,,,60614,950,W,WEBSTER,AVE,True,False,7,43,N017,1,18,1812,41,0,6,1,1169380.941553,1914889.54275,41.921976517307236,-87.6530739448173,"{'latitude': '41.921976517307236', 'longitude': '-87.6530739448173', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",SR20-05697092,
SR21-00000089,311 INFORMATION ONLY CALL,311IOC,311 City Services,311 City Services,Completed,Phone Call,2021-01-01T00:37:14.000,2021-01-01T01:31:21.000,2021-01-01T00:37:14.000,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,K024,2,12,1225,46,0,6,1,1162234.142489,1896559.966858,41.871831277993564,-87.67984621876099,"{'latitude': '41.871831277993564', 'longitude': '-87.67984621876099', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
SR21-00000090,311 INFORMATION ONLY CALL,311IOC,311 City Services,311 City Services,Completed,Phone Call,2021-01-01T00:37:52.000,2021-01-01T01:31:21.000,2021-01-01T00:37:53.000,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,K024,2,12,1225,46,0,6,1,1162234.142489,1896559.966858,41.871831277993564,-87.67984621876099,"{'latitude': '41.871831277993564', 'longitude': '-87.67984621876099', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
SR21-00000091,311 INFORMATION ONLY CALL,311IOC,311 City Services,311 City Services,Completed,Phone Call,2021-01-01T00:38:00.000,2021-01-01T01:31:02.000,2021-01-01T00:38:00.000,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,K024,2,12,1225,46,0,6,1,1162234.142489,1896559.966858,41.871831277993564,-87.67984621876099,"{'latitude': '41.871831277993564', 'longitude': '-87.67984621876099', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
SR21-00000092,311 INFORMATION ONLY CALL,311IOC,311 City Services,311 City Services,Completed,Phone Call,2021-01-01T00:38:02.000,2021-01-01T01:31:21.000,2021-01-01T00:38:03.000,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,K024,2,12,1225,46,0,6,1,1162234.142489,1896559.966858,41.871831277993564,-87.67984621876099,"{'latitude': '41.871831277993564', 'longitude': '-87.67984621876099', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
SR21-00000093,311 INFORMATION ONLY CALL,311IOC,311 City Services,311 City Services,Completed,Phone Call,2021-01-01T00:38:05.000,2021-01-01T01:31:21.000,2021-01-01T00:38:05.000,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,K024,2,12,1225,46,0,6,1,1162234.142489,1896559.966858,41.871831277993564,-87.67984621876099,"{'latitude': '41.871831277993564', 'longitude': '-87.67984621876099', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
SR21-00000094,311 INFORMATION ONLY CALL,311IOC,311 City Services,311 City Services,Completed,Phone Call,2021-01-01T00:38:43.000,2021-01-01T01:31:21.000,2021-01-01T00:38:43.000,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,K024,2,12,1225,46,0,6,1,1162234.142489,1896559.966858,41.871831277993564,-87.67984621876099,"{'latitude': '41.871831277993564', 'longitude': '-87.67984621876099', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
SR21-00000095,311 INFORMATION ONLY CALL,311IOC,311 City Services,311 City Services,Completed,Phone Call,2021-01-01T00:39:16.000,2021-01-01T01:31:21.000,2021-01-01T00:39:16.000,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,K024,2,12,1225,46,0,6,1,1162234.142489,1896559.966858,41.871831277993564,-87.67984621876099,"{'latitude': '41.871831277993564', 'longitude': '-87.67984621876099', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
SR21-00000096,311 INFORMATION ONLY CALL,311IOC,311 City Services,311 City Services,Completed,Phone Call,2021-01-01T00:40:28.000,2021-01-01T01:31:21.000,2021-01-01T00:40:28.000,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,K024,2,12,1225,46,0,6,1,1162234.142489,1896559.966858,41.871831277993564,-87.67984621876099,"{'latitude': '41.871831277993564', 'longitude': '-87.67984621876099', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
SR21-00000097,311 INFORMATION ONLY CALL,311IOC,311 City Services,311 City Services,Completed,Phone Call,2021-01-01T00:40:31.000,2021-01-01T01:31:02.000,2021-01-01T00:40:31.000,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,K024,2,12,1225,46,0,6,1,1162234.142489,1896559.966858,41.871831277993564,-87.67984621876099,"{'latitude': '41.871831277993564', 'longitude': '-87.67984621876099', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
